id,target,reading,english,part_of_speech,topic,source_id,source_entry,level_basis
ja-n2-00001,あいかわらず,あいかわらず,1. as usual; as always; as before; as ever; still,adverb (fukushi); nouns which may take the genitive case particle 'no',general-language,jmdict-waller,JMdict:1401310;waller-n2.csv:line-2,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00002,アイデア,アイデア,1. idea,noun (common) (futsuumeishi),thought-and-feeling,jmdict-waller,JMdict:1014210;waller-n2.csv:line-3,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00003,アイディア,アイディア,1. idea,noun (common) (futsuumeishi),thought-and-feeling,jmdict-waller,JMdict:1014210;waller-n2.csv:line-4,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00004,曖昧,あいまい,1. vague; ambiguous; unclear | 2. shady; disreputable | 3. fuzzy [mathematics; computing],adjectival nouns or quasi-adjectives (keiyodoshi); noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1567920;waller-n2.csv:line-5,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00006,扇ぐ,あおぐ,1. to fan | 2. to incite; to instigate,Godan verb with 'gu' ending; transitive verb,general-language,jmdict-waller,JMdict:1609000;waller-n2.csv:line-7,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00007,青白い,あおじろい,1. pale; pallid | 2. bluish-white,adjective (keiyoushi),general-language,jmdict-waller,JMdict:1381760;waller-n2.csv:line-8,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00010,あきれる,あきれる,1. to be amazed; to be shocked; to be astonished; to be astounded; to be disgusted; to be exasperated; to be fed up,Ichidan verb; intransitive verb,general-language,jmdict-waller,JMdict:1515580;waller-n2.csv:line-11,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00011,アクセント,アクセント,"1. accent (on a syllable, word); stress; pitch accent [linguistics] | 2. intonation; inflection; cadence | 3. (language) accent (e.g. American, British) | 4. accent (e.g. in a design); highlight; emphasis | 5. accent (on a note) [music]",noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1015310;waller-n2.csv:line-12,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00012,欠伸,あくび,"1. yawn; yawning [word usually written using kana alone] | 2. kanji ""yawning"" radical (radical 76)",noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; intransitive verb,general-language,jmdict-waller,JMdict:1254010;waller-n2.csv:line-13,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00013,飽くまで,あくまで,1. to the end; to the bitter end; to the last; stubbornly; persistently; consistently; to the utmost [word usually written using kana alone] | 2. after all; it must be remembered; only; purely; simply [word usually written using kana alone],adverb (fukushi),general-language,jmdict-waller,JMdict:1518320;waller-n2.csv:line-14,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00014,明け方,あけがた,1. dawn; daybreak (usu. from 3:00 a.m. to 6:00 a.m.),noun (common) (futsuumeishi); adverb (fukushi),general-language,jmdict-waller,JMdict:1532300;waller-n2.csv:line-15,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00015,揚げる,あげる,"1. to deep-fry; to make deep-fried food | 2. to launch (fireworks, etc.); to hoist (e.g. a flag); to (let) fly (e.g. a kite); to set off | 3. to summon (for geishas, etc.); to call in | 4. to land (e.g. a boat); to come ashore; to move (something) onto land | 5. to suck up (water; e.g. a plant); to absorb; to draw up",Ichidan verb; transitive verb,food-and-dining,jmdict-waller,JMdict:2864817;waller-n2.csv:line-16,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00016,挙げる,あげる,"1. to give (an example); to list; to enumerate; to show; to display; to cite | 2. to summon up (e.g. all of one's energy); to gather | 3. to arrest (a criminal); to capture; to seize; to apprehend | 4. to nominate (e.g. for a position); to recommend; to propose (something) | 5. to hold (an event, ceremony, etc.); to conduct (a wedding) | 6. to raise (an army); to take up arms (against something); to rise up | 7. to make known; to inform; to spread word; to win fame | 8. to have (a child); to bear (a child); to raise (children) [dated term] | 9. to raise; to elevate | 10. to make (a loud sound); to raise (one's voice) | 11. to earn (something desirable); to achieve (e.g. a good result); to obtain",Ichidan verb; transitive verb,general-language,jmdict-waller,JMdict:2864818;waller-n2.csv:line-17,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00017,憧れる,あこがれる,1. to long for; to yearn for; to hanker after; to be attracted by; to be drawn to; to aspire to; to admire; to adore,Ichidan verb; intransitive verb,general-language,jmdict-waller,JMdict:1453810;waller-n2.csv:line-18,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00018,足跡,あしあと,1. footprints | 2. record of page visitors (e.g. in social networking sites) [computing],noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1581330;waller-n2.csv:line-19,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00019,味わう,あじわう,1. to taste; to savor; to savour; to relish | 2. to appreciate; to enjoy; to relish; to digest | 3. to experience; to go through; to taste (e.g. victory); to know (e.g. pain),Godan verb with 'u' ending; transitive verb,food-and-dining,jmdict-waller,JMdict:1527010;waller-n2.csv:line-20,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00020,預かる,あずかる,1. to look after; to take care of; to keep; to hold on to; to keep in custody | 2. to be put in charge of; to be given responsibility for; to be entrusted with | 3. to withhold (an announcement); to reserve (judgment); to leave undecided | 4. to take upon oneself (to do); to settle (a matter) oneself,Godan verb with 'ru' ending; transitive verb,general-language,jmdict-waller,JMdict:1544970;waller-n2.csv:line-21,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00021,暖まる,あたたまる,1. to warm oneself; to sun oneself; to warm up; to get warm,Godan verb with 'ru' ending; intransitive verb,general-language,jmdict-waller,JMdict:1586430;waller-n2.csv:line-22,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00022,暖める,あたためる,1. to warm (up); to heat (up),Ichidan verb; transitive verb,general-language,jmdict-waller,JMdict:1586440;waller-n2.csv:line-23,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00023,あたりまえ,あたりまえ,1. natural; reasonable; obvious | 2. usual; common; ordinary; commonplace; the norm,nouns which may take the genitive case particle 'no'; adjectival nouns or quasi-adjectives (keiyodoshi); noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1448800;waller-n2.csv:line-24,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00024,あちらこちら,あちらこちら,1. here and there; various places; all around; all over; everywhere; throughout [word usually written using kana alone] | 2. muddled; confused; in the wrong order; back to front [word usually written using kana alone],pronoun; adverb (fukushi); noun or participle which takes the aux. verb suru; adjectival nouns or quasi-adjectives (keiyodoshi); noun (common) (futsuumeishi); intransitive verb,general-language,jmdict-waller,JMdict:1612620;waller-n2.csv:line-25,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00025,厚かましい,あつかましい,1. impudent; shameless; brazen; cheeky; presumptuous,adjective (keiyoushi),general-language,jmdict-waller,JMdict:1275330;waller-n2.csv:line-26,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00026,圧縮,あっしゅく,1. compression | 2. condensing; shortening; summarizing | 3. compression (of data) [computing],noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; transitive verb,general-language,jmdict-waller,JMdict:1153080;waller-n2.csv:line-27,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00027,宛名,あてな,"1. name and address (on an envelope, etc.); (addressee's) name; addressee",noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1586520;waller-n2.csv:line-28,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00028,あてはまる,あてはまる,"1. to apply (of a rule); to be applicable (of standards, lessons, ideas, etc.); to hold true (e.g. of a description); to fit; to be suitable (e.g. of a word); to meet (requirements); to fulfill (conditions); to come under (a heading) [word usually written using kana alone]",Godan verb with 'ru' ending; intransitive verb,general-language,jmdict-waller,JMdict:1448930;waller-n2.csv:line-29,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00029,あてはめる,あてはめる,1. to apply; to adapt,Ichidan verb; transitive verb,general-language,jmdict-waller,JMdict:1586530;waller-n2.csv:line-30,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00030,暴れる,あばれる,1. to act violently; to rage; to struggle; to be riotous,Ichidan verb; intransitive verb,general-language,jmdict-waller,JMdict:1519340;waller-n2.csv:line-31,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00031,脂,あぶら,1. fat; tallow; lard; grease,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1311750;waller-n2.csv:line-32,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00032,あぶる,あぶる,1. to warm (e.g. one's hands over a fire); to dry [word usually written using kana alone] | 2. to toast; to grill; to broil; to roast; to scorch [word usually written using kana alone],Godan verb with 'ru' ending; transitive verb,nature-and-science,jmdict-waller,JMdict:1568910;waller-n2.csv:line-33,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00033,あふれる,あふれる,1. to overflow; to brim over; to flood [word usually written using kana alone],Ichidan verb; intransitive verb,general-language,jmdict-waller,JMdict:1167610;waller-n2.csv:line-34,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00034,雨戸,あまど,1. sliding storm shutter,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1171970;waller-n2.csv:line-35,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n2-00035,甘やかす,あまやかす,1. to pamper; to spoil,Godan verb with 'su' ending; transitive verb,general-language,jmdict-waller,JMdict:1213470;waller-n2.csv:line-36,Community estimate: Waller via stephenmk; not an official JLPT word list
