id,target,reading,english,part_of_speech,topic,source_id,source_entry,level_basis
ja-n4-00001,あ,あ,"1. ah; oh (expression of surprise, recollection, etc.) | 2. hey! (used to get someone's attention)",interjection (kandoushi),general-language,jmdict-waller,JMdict:2394370;waller-n4.csv:line-2,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n4-00002,ああ,ああ,1. like that; so (used for something or someone distant from both speaker and listener),adverb (fukushi),general-language,jmdict-waller,JMdict:2085080;waller-n4.csv:line-3,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n4-00003,あいさつ,あいさつ,"1. greeting; greetings; salutation; salute; polite set phrase used when meeting or parting from someone | 2. speech (congratulatory or appreciative); address | 3. reply; response | 4. courtesy visit (to offer condolences, say congratulations, pay respect, introduce oneself, etc.) | 5. revenge; retaliation [colloquial] | 6. a fine thing to say [jocular, humorous term] | 7. dialoging (with another Zen practitioner to ascertain their level of enlightenment) [archaic] (orig. meaning) | 8. relationship (between people); connection [archaic] | 9. intervention; mediation; mediator [archaic]","noun (common) (futsuumeishi); noun or participle which takes the aux. verb suru; intransitive verb; expressions (phrases, clauses, etc.)",study-work-and-communication,jmdict-waller,JMdict:1151120;waller-n4.csv:line-4,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n4-00004,間,あいだ,"1. space (between); gap; interval; distance; stretch | 2. period of time (during, while); duration; interval | 3. between (two parties or things) | 4. among (a group) | 5. relations (between); relationship | 6. midpoint; average; halfway; middle ground | 7. due to; because of [archaic]",noun (common) (futsuumeishi); adverb (fukushi); conjunction,general-language,jmdict-waller,JMdict:1215230;waller-n4.csv:line-5,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n4-00005,合う,あう,1. to come together; to merge; to unite; to meet | 2. to fit; to match; to suit; to agree with; to be correct | 3. to be profitable; to be equitable | 4. to do ... to each other; to do ... together (after the -masu stem of a verb),Godan verb with 'u' ending; intransitive verb; auxiliary verb,general-language,jmdict-waller,JMdict:1284430;waller-n4.csv:line-6,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n4-00006,あかちゃん,あかちゃん,1. baby; infant,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1383260;waller-n4.csv:line-7,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n4-00007,上る,あがる,"1. to rise; to go up; to come up; to ascend; to be raised | 2. to enter (esp. from outdoors); to come in; to go in | 3. to enter (a school); to advance to the next grade | 4. to get out (of water); to come ashore; to be washed ashore | 5. to float atop the water; to surface from the sea (e.g. of a corpse); to rise to the surface | 6. to increase; to be raised (e.g. of a salary); to rise | 7. to improve; to make progress | 8. to be promoted; to advance | 9. to be made (of profit, etc.) | 10. to occur (esp. of a favourable result) | 11. to be adequate (to cover expenses, etc.) | 12. to be finished; to be done; to be over | 13. to stop (of rain); to clear up (of weather) | 14. to stop (working properly); to cut out; to give out; to die | 15. to win (in a card game, etc.) | 16. to be spoken loudly; to be raised loudly (of a voice) | 17. to get nervous; to get stage fright [colloquial] | 18. to be offered (to the gods, etc.) | 19. to go; to visit [humble (kenjougo) language] | 20. to eat; to drink [honorific or respectful (sonkeigo) language] | 21. to serve (in one's master's home) | 22. to enter a red light district; to amuse oneself in a red light district; to visit a brothel | 23. to arise vigorously (e.g. of voices in excitement); to become excited; to be in uproar (e.g. of a crowd) | 24. to be complete; to finish (after the -masu stem of a verb) | 25. adds the connotation of an action happening strongly or violently (after the -masu stem of a verb) | 26. above; north of","Godan verb with 'ru' ending; intransitive verb; transitive verb; suffix; expressions (phrases, clauses, etc.)",general-language,jmdict-waller,JMdict:1352290;waller-n4.csv:line-8,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n4-00008,赤ん坊,あかんぼう,1. baby; infant,noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1383310;waller-n4.csv:line-9,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n4-00010,アクセサリー,アクセサリー,"1. accessory (fashion); jewelry | 2. accessory (audio, car, camera, etc.)",noun (common) (futsuumeishi),general-language,jmdict-waller,JMdict:1015220;waller-n4.csv:line-11,Community estimate: Waller via stephenmk; not an official JLPT word list
ja-n4-00012,浅い,あさい,1. shallow; superficial | 2. slight (wound); light (sleep); pale (colour); inadequate (knowledge) | 3. short (time); early; young,adjective (keiyoushi),general-language,jmdict-waller,JMdict:1390800;waller-n4.csv:line-13,Community estimate: Waller via stephenmk; not an official JLPT word list
