id,target,reading,english,part_of_speech,topic,source_id,source_entry,level_basis
ko-nikl-25514,-가,,A suffix used to mean a street or a district.,affix,general / source uncategorized,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=25514,NIKL source band: advanced; project heuristic TOPIK 6: specialist/abstract/form-building/uncategorized expansion; not an official per-grade list
ko-nikl-25516,-가,,A suffix used to mean a price.,affix,economy > financial instruments,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=25516,NIKL source band: advanced; project heuristic TOPIK 6: specialist/abstract/form-building/uncategorized expansion; not an official per-grade list
ko-nikl-28314,-경,,A suffix used to mean that time or a time close to that date. / A suffix used to mean the approximate time that it takes to do something.,affix,concepts > time,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28314,NIKL source band: advanced; project heuristic TOPIK 6: specialist/abstract/form-building/uncategorized expansion; not an official per-grade list
ko-nikl-28608,-계,,A suffix used to mean a system.,affix,general / source uncategorized,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28608,NIKL source band: advanced; project heuristic TOPIK 6: specialist/abstract/form-building/uncategorized expansion; not an official per-grade list
ko-nikl-28612,-계,,A suffix used to mean a field or an area. / A suffix used to mean a limit. / A suffix used to mean a world.,affix,general / source uncategorized,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=28612,NIKL source band: advanced; project heuristic TOPIK 6: specialist/abstract/form-building/uncategorized expansion; not an official per-grade list
ko-nikl-30067,-과,,A suffix used to mean a division of a business.,affix,social life > workplaces,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=30067,NIKL source band: advanced; project heuristic TOPIK 6: specialist/abstract/form-building/uncategorized expansion; not an official per-grade list
ko-nikl-30234,-관,,A suffix used to mean a person who is responsible for official duties.,affix,politics and administration > political and administrative actors,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=30234,NIKL source band: advanced; project heuristic TOPIK 6: specialist/abstract/form-building/uncategorized expansion; not an official per-grade list
ko-nikl-31216,-국,,A suffix used to mean a division of a business.,affix,general / source uncategorized,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=31216,NIKL source band: advanced; project heuristic TOPIK 6: specialist/abstract/form-building/uncategorized expansion; not an official per-grade list
ko-nikl-31217,-국,,A suffix used to mean a nation.,affix,general / source uncategorized,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=31217,NIKL source band: advanced; project heuristic TOPIK 6: specialist/abstract/form-building/uncategorized expansion; not an official per-grade list
ko-nikl-31648,-권,,A suffix used to mean a ticket that proves a qualification or a right. / A suffix used to mean a bill.,affix,general / source uncategorized,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=31648,NIKL source band: advanced; project heuristic TOPIK 6: specialist/abstract/form-building/uncategorized expansion; not an official per-grade list
