id,target,reading,english,part_of_speech,topic,source_id,source_entry,level_basis
ko-nikl-18642,-되다,,A suffix that means passivity and makes the word a verb. / A suffix that makes the word an adjective.,affix,general / source uncategorized,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=18642,NIKL source band: beginner; project heuristic TOPIK 2: beginner expansion/category or uncategorized entry; not an official per-grade list
ko-nikl-23828,-하다,,"A suffix that means &quot;to act that way&quot; or &quot;to do an act related to something,&quot; and makes the word a verb. / A suffix that means &quot;to be that state&quot; and makes the word an adjective. / A suffix that means &quot;to make such a sound&quot; or &quot;to be such a shape,&quot; and makes the word a verb or adjective. / A suffix that means &quot;to be such a shape,&quot; &quot;to be such a state&quot; or &quot;to have such a quality,&quot; and makes the word a verb or an adjective. / A suffix that means &quot;to become such a way,&quot; &quot;to be such a state&quot; or &quot;to be such a quality,&quot; and makes the word a verb or an adjective. / A suffix that means &quot;to be in such a way&quot; and makes the word a verb or an adjective.",affix,general / source uncategorized,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=23828,NIKL source band: beginner; project heuristic TOPIK 2: beginner expansion/category or uncategorized entry; not an official per-grade list
ko-nikl-25594,가늘다,,"An object having a narrow width or being thin and long. / The reverberation of sound being weak. / The size of grains being very small. / Light, wind, smoke, breath, etc., being faint and weak. / A facial expression being faint or nearly imperceptible. / The weave of a fabric, net, etc., being fine. / A movement being very small.",descriptive verb,concepts > shape,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=25594,NIKL source band: beginner; project heuristic TOPIK 2: beginner expansion/category or uncategorized entry; not an official per-grade list
ko-nikl-25633,가득,,"In a quantity or amount that reaches full capacity. / In such a large quantity that there is no empty space. / In a state in which a smell, light, sound, etc., pervades a space. / With a strong emotion or thought.",adverb,concepts > quantity,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=25633,NIKL source band: beginner; project heuristic TOPIK 2: beginner expansion/category or uncategorized entry; not an official per-grade list
ko-nikl-25698,가르치다,,"To explain knowledge or skills to help someone understand it. / To correct wrong thoughts, habits, etc. / To put someone through a school or an institute by paying for his/her education. / To let someone know about something he/she is not aware of. / To make someone learn about a certain attitude or value necessary for a living.",verb,education > teaching and learning,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=25698,NIKL source band: beginner; project heuristic TOPIK 2: beginner expansion/category or uncategorized entry; not an official per-grade list
ko-nikl-25707,가리키다,,To point a finger or some other thing in a certain direction or toward a certain object to let others recognize it. / For hands of a clock or the sensor of a thermometer to indicate time or temperature. / To convey a fact or meaning. / To make reference to or mention something specifically.,verb,people > physical actions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=25707,NIKL source band: beginner; project heuristic TOPIK 2: beginner expansion/category or uncategorized entry; not an official per-grade list
ko-nikl-25765,가볍다,,"Weighing little. / The importance, value, responsibility, etc., being not large. / A sin or mistake being not very severe. / A disease, wound, etc., being not serious. / A thought, remark, behavior, etc., being not discreet and calm. / A movement being quick, neither slow nor sluggish. / Not requiring much effort or not casting a heavy burden on someone. / Not very important or enormous. / Not difficult to do something, without requiring much effort. / A wind or a wave of water being gentle. / The impact of contact or collision being weak. / A sound, a color, etc., being fresh and bright. / The amount of a tax or fine, and the level of punishment being small or low. / One's dress or makeup being fresh or comfortable to move around in, not excessively fancy. / Feeling light-hearted and pleasant.",descriptive verb,concepts > properties,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=25765,NIKL source band: beginner; project heuristic TOPIK 2: beginner expansion/category or uncategorized entry; not an official per-grade list
ko-nikl-25926,가요,,Songs many Koreans enjoy singing.,noun,culture > popular culture,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=25926,NIKL source band: beginner; project heuristic TOPIK 2: beginner expansion/category or uncategorized entry; not an official per-grade list
ko-nikl-26027,가지다,,"To carry or keep something, or hold it in one's hands. / To take possession of something. / To have a certain job, qualification, certificate, status, etc. / To have a meeting, gathering, performance, etc. / To have an effect, ability, etc. / To have a certain physical characteristic. / For a person or an animal to be pregnant with a baby. / To have a certain disease or related symptoms. / To use something as a tool, material, means, method, etc. / To cause someone to become the target of something. / To conceive a thought or an idea or develop an attitude. / To establish a relationship.",verb,general / source uncategorized,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=26027,NIKL source band: beginner; project heuristic TOPIK 2: beginner expansion/category or uncategorized entry; not an official per-grade list
ko-nikl-26087,각각,,Separately; each per each.,adverb,general / source uncategorized,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=26087,NIKL source band: beginner; project heuristic TOPIK 2: beginner expansion/category or uncategorized entry; not an official per-grade list
