id,target,reading,english,part_of_speech,topic,source_id,source_entry,level_basis
ko-nikl-25524,가게,,A place where products are displayed and sold on a small scale.,noun,economy > commercial places,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=25524,NIKL source band: beginner; project heuristic TOPIK 1: core-spelling/basic-life-category rule; not an official per-grade list
ko-nikl-25527,가격,,A value amount for something that is for sale.,noun,economy > financial instruments,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=25527,NIKL source band: beginner; project heuristic TOPIK 1: core-spelling/basic-life-category rule; not an official per-grade list
ko-nikl-25562,가구,,"Objects used in a house such as a bed, chest, table, etc.",noun,housing > household goods,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=25562,NIKL source band: beginner; project heuristic TOPIK 1: core-spelling/basic-life-category rule; not an official per-grade list
ko-nikl-25572,가까이,,Not far. / Almost reaching a standard. / Intimately.,adverb,concepts > location and direction,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=25572,NIKL source band: beginner; project heuristic TOPIK 1: core-spelling/basic-life-category rule; not an official per-grade list
ko-nikl-25571,가까이,,A state of being not far. / A state of almost reaching a standard.,noun,concepts > location and direction,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=25571,NIKL source band: beginner; project heuristic TOPIK 1: core-spelling/basic-life-category rule; not an official per-grade list
ko-nikl-25574,가깝다,,Not far from a certain location. / Very intimate with each other. / Nearly amounting to a certain number. / Almost similar to something in quality or state. / Not distant in time. / Not distant in kinship.,descriptive verb,concepts > location and direction,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=25574,NIKL source band: beginner; project heuristic TOPIK 1: core-spelling/basic-life-category rule; not an official per-grade list
ko-nikl-25576,가끔,,Once in a while.,adverb,concepts > frequency,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=25576,NIKL source band: beginner; project heuristic TOPIK 1: core-spelling/basic-life-category rule; not an official per-grade list
ko-nikl-25603,가다,,"To move from one place to another place. / For ships, planes, cars, etc., to travel to or from a specific place. / To move to attend a certain meeting that has a specific purpose. / To move to a certain place with a specific purpose. / To become a member of a certain group or organization. / To transfer to another place to undertake a specific work. / For objects, rights, etc., to belong to someone. / For one's attention or gaze to be drawn to a certain object. / For words, news, etc., to be known or delivered. / To move toward a certain state or situation. / To reach a certain level or degree. / To reach a certain point of time or a place. / For a certain phenomenon or state to be maintained. / To travel through a certain route. / To move to another place to do a certain task. / To head for or lead to a certain place. / To disappear and become invisible. / For a certain task or job to move forward. / For good or harm to be done to someone or something. / For harm to be done to someone's health. / For certain work to require a lot of effort / For lines, wrinkles, scratches, etc., to be formed. / To come to think of or understand a certain thing. / To be applied to a certain object. / For efforts or force to reach a certain object. / For time to pass or flow. / For machines, etc., to work or operate. / To go bad or spoil. / For stains or spots to be easily removed. / To lose one's senses, being shocked or affected by something. / To hear a signal sound indicating connection in communication. / To continue to be in a certain state. / For a person to die.",verb,people > physical actions,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=25603,NIKL source band: beginner; project heuristic TOPIK 1: core-spelling/basic-life-category rule; not an official per-grade list
ko-nikl-25757,가방,,"A container for storing a person's belongings, which can be held with a hand or hung on a shoulder.",noun,clothing and appearance > hats shoes and accessories,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=25757,NIKL source band: beginner; project heuristic TOPIK 1: core-spelling/basic-life-category rule; not an official per-grade list
ko-nikl-25820,가수,,A person whose job it is to sing.,noun,social life > occupations,nikl-2024-mirror,https://huggingface.co/datasets/binjang/NIKL-korean-english-dictionary/resolve/3b4cfd2126debfd5440cade3ef6c2a3c20cf7cf9/2024_01.csv#record=25820,NIKL source band: beginner; project heuristic TOPIK 1: core-spelling/basic-life-category rule; not an official per-grade list
